"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency"
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh53nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh32","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Dependency network status check failed","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","apim-acc-rg","leforem-apim-acc","Api Management","2025-06-30T04:54:55.7924195Z","Improve service stability","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp3","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp7nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh41","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh60","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh22","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Enable Backups on your Virtual Machines","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo2","Virtual machine","2025-06-30T04:58:48.6963680Z","Protection of your Virtual Machines","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo1nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh56nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo4","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh57","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh20","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh52","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh25","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh35","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp1","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh18","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh27nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh52","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp3nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh58","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh58","Virtual machine","2025-06-29T22:56:03.3768567Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh29","Virtual machine","2025-06-29T22:56:03.4968610Z","Availability across zones or across different fault domains.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh45","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh51nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh16","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh44nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp4nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh46","Virtual machine","2025-06-30T05:18:02.5243126Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh38","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh33","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp4","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh24nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh11","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh31","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp7","Virtual machine","2025-06-30T05:00:05.2863528Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh36nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh37nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh37","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh18nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh51","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh40nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh27","Virtual machine","2025-06-30T05:00:05.2863528Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh10","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh10nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh11","Virtual machine","2025-06-29T22:56:03.3768567Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh44","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpbigdata","vwpiradfaz01","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh41","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh35","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh43","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo2","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpbigdata","vwpiradfaz01-nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh55","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh49","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp1","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo4","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh50","Virtual machine","2025-06-29T22:56:37.7737398Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh39","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh36","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh20","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh31","Virtual machine","2025-06-29T22:56:03.3768567Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh32","Virtual machine","2025-06-29T22:56:03.3768567Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh21","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo4","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh57","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh17","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","svpleforemwvd","Storage Account","2025-06-29T17:09:19.6082400Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Reliability","Medium","Enable Soft Delete to protect your blob data","8d6d19d2-d4f8-4542-9421-d59f4257ccc5","DsiDev01 (8d6d19d2-d4f8-4542-9421-d59f4257ccc5)","it_rgdtemplatewvd_wvdtemplate04_b8da1451-8f2a-409d-be4d-2f10f97c9696","v5t53kjgngud8sa3lfsul0of","Storage Account","2025-06-29T16:54:49.3030141Z","Save and recover your data when blobs or blob snapshots are accidentally overwritten or deleted","",""
"Operational excellence","High","Upgrade from network security group flow log to Virtual Network flow log","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","networkwatcherrg","svpservicebus-nsg-infra-network-rg-flowlog","Flow Log","2025-06-30T04:57:29.3712602Z","Improved coverage, observability, and accuracy.","",""
"Reliability","High","Create an Azure Service Health alert","cdfae65f-c17c-4287-8472-30348f9e120a","DsiForm01 (cdfae65f-c17c-4287-8472-30348f9e120a)","No resource group","cdfae65f-c17c-4287-8472-30348f9e120a","Subscription","2025-06-30T06:38:35.6362572Z","Get alerts on service, security, and health issues","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","f7c221a0-aa12-4c93-a43e-e9bb09d9104b","CspDev01 (f7c221a0-aa12-4c93-a43e-e9bb09d9104b)","infra-network-rg","csp-dev-vnet","Virtual network","2025-06-30T05:02:26.5096400Z","Prevent outbound connection failures with NAT gateway","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.6154744Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be_public_network","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Security","Low","Non-internet-facing virtual machines should be protected with network security groups","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T06:55:48.8360400Z","Prevent potential security breaches","",""
"Security","Low","Machines should have vulnerability findings resolved","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T01:48:45.1499310Z","Prevent potential security breaches","",""
"Security","Medium","Guest Configuration extension should be installed on machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:19:48.5362213Z","Prevent potential security breaches","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:14:40.4904880Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","High","Machines should be configured to periodically check for missing system updates","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-29T23:50:25.3324754Z","Prevent potential security breaches","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be_public_network","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd2.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:12.6104746Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","centos-rg","lxpsmtp12","Virtual machine","2025-06-30T05:11:11.6661184Z","Guaranteed compute capacity in constrained region or zone.","",""
"Security","High","EDR solution should be installed on Virtual Machines","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:17:33.9557663Z","Prevent potential security breaches","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgpmoodlehd","lxpzmoodlehd1.dmz.azure.forem.be","Virtual machine","2025-06-29T22:58:43.3485501Z","Enhanced resilience to platform faults and updates.","",""
